hfpxzc href,qBF1Pd,MW4etd,UY7F9,W4Efsd,W4Efsd 2,doJOZc,W4Efsd 3,W4Efsd 4,W4Efsd 5,W4Efsd 6,FQ2IWe src,ah5Ghc,Jn12ke src
https://www.google.com/maps/place/Perazim+Church/data=!4m7!3m6!1s0x87f62345fd9fd5e5:0xf65c782b3216bb35!8m2!3d44.8609184!4d-93.3636376!16s%2Fg%2F11srb0yvmw!19sChIJ5dWf_UUj9ocRNbsWMit4XPY?authuser=0&hl=en&rclk=1,Perazim Church,5,-5,Church,Â·,î¤´,Â·,6301 Cecilia Cir,Closed,â‹… Opens 5â€¯PM Sun,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=W81dCKJxmhD6jtCfrlIfGg&cb_client=search.gws-prod.gps&w=80&h=92&yaw=87.879745&pitch=0&thumbfov=100,,
"https://www.google.com/maps/place/Anchor+Of+Hope+Ministry+Of+Reconciliation+%2F+Church+Multilingual%2F+Slavic,+Russian.+%D0%A6%D0%B5%D1%80%D0%BA%D0%BE%D0%B2%D1%8C+%D0%AF%D0%BA%D1%80%D0%BE%D1%80%D1%8C+%D0%9D%D0%B0%D0%B4%D0%B5%D0%B6%D0%B4%D1%8B./data=!4m7!3m6!1s0x87f623e762164f6b:0xf57f9f1bc3cb027f!8m2!3d44.8698996!4d-93.3589723!16s%2Fg%2F11dxbphx42!19sChIJa08WYucj9ocRfwLLwxuff_U?authuser=0&hl=en&rclk=1","Anchor Of Hope Ministry Of Reconciliation / Church Multilingual/ Slavic, Russian. Ð¦ÐµÑ€ÐºÐ¾Ð²ÑŒ Ð¯ÐºÑ€Ð¾Ñ€ÑŒ ÐÐ°Ð´ÐµÐ¶Ð´Ñ‹.",4.5,-11,Church,Â·,î¤´,Â·,7375 Bush Lake Rd,Closed,â‹… Opens 6:30â€¯PM Fri,https://lh3.googleusercontent.com/p/AF1QipNVeQMgoqQ6X-XPapzEFM8GPtVfH0cr4y3s743Z=w194-h92-k-no,"""Love their Bible study!!!""",https://ssl.gstatic.com/local/servicebusiness/default_user.png
https://www.google.com/maps/place/Kingdom+Life+Church/data=!4m7!3m6!1s0x52b3325ab1af9f33:0x73eb912fbf5d47a1!8m2!3d45.0237928!4d-93.3124988!16s%2Fg%2F11gdzgxsqz!19sChIJM5-vsVoys1IRoUddvy-R63M?authuser=0&hl=en&rclk=1,Kingdom Life Church,4.6,-22,Church of Christ,Â·,î¤´,Â·,3751 N Sheridan Ave,Closed,â‹… Opens 8â€¯AM Thu,https://lh3.googleusercontent.com/p/AF1QipMnQag8VLloS4sq9ptnYx8ZRwj5aRHeJyKZV0JI=w172-h92-k-no,"""The service was enjoyable, and the Holy Spirit was in the house""",https://ssl.gstatic.com/local/servicebusiness/default_user.png
https://www.google.com/maps/place/Slavic+Church+Light+Of+The+World+%28%D0%A5%D1%80%D0%B8%D1%81%D1%82%D0%B8%D0%B0%D0%BD%D1%81%D0%BA%D0%B0%D1%8F+%D0%A6%D0%B5%D1%80%D0%BA%D0%BE%D0%B2%D1%8C+%D0%A1%D0%B2%D0%B5%D1%82+%D0%9C%D0%B8%D1%80%D1%83%29/data=!4m7!3m6!1s0x52b334c5d424e4e9:0x2b7b78f7944168d7!8m2!3d44.9619353!4d-93.3654754!16s%2Fg%2F11b6hp4scj!19sChIJ6eQk1MU0s1IR12hBlPd4eys?authuser=0&hl=en&rclk=1,Slavic Church Light Of The World (Ð¥Ñ€Ð¸ÑÑ‚Ð¸Ð°Ð½ÑÐºÐ°Ñ Ð¦ÐµÑ€ÐºÐ¾Ð²ÑŒ Ð¡Ð²ÐµÑ‚ ÐœÐ¸Ñ€Ñƒ),5,-21,Evangelical church,Â·,î¤´,Â·,6719 Cedar Lk Rd S,Closed,â‹… Opens 7â€¯PM Fri,https://lh3.googleusercontent.com/p/AF1QipPToQj1gN2s7kK0Vv9PJ8uxxF1LCJLCLTFptLzV=w163-h92-k-no,"""",https://ssl.gstatic.com/local/servicebusiness/default_user.png
https://www.google.com/maps/place/Substance+Church+-+Downtown+Campus/data=!4m7!3m6!1s0x52b332be62e8ed03:0xb95ca75d51a7ce3f!8m2!3d44.9695963!4d-93.2760505!16s%2Fg%2F11c59vx20q!19sChIJA-3oYr4ys1IRP86nUV2nXLk?authuser=0&hl=en&rclk=1,Substance Church - Downtown Campus,4.6,-87,Church,Â·,î¤´,Â·,101 E Grant St,Closed,â‹… Opens 8â€¯AM Sun,https://lh3.googleusercontent.com/gps-cs-s/AC9h4npFNIZ5zIf7hAbCLYWYZw-PbQr1JWWFrlpymOYsxJDhhDpEcQ2WWlagkAVdQodpDAPIMn5HEMWy5pAb_0A-x-rewmsg1d387JKPqHTS1dJSYrDBle2R1fIHAP2Gd4x0OMHfBx4=w163-h92-k-no,"""Worship singers are beautiful and they can sing.""",https://ssl.gstatic.com/local/servicebusiness/default_user.png
https://www.google.com/maps/place/Plymouth+Congregational+Church/data=!4m7!3m6!1s0x52b332b841e0d977:0x74f7e791c955e4fb!8m2!3d44.9640502!4d-93.2786934!16s%2Fg%2F1tf42m1d!19sChIJd9ngQbgys1IR--RVyZHn93Q?authuser=0&hl=en&rclk=1,Plymouth Congregational Church,4.4,-58,United Church of Christ,Â·,î¤´,Â·,1919 La Salle Ave,Closed,â‹… Opens 8:30â€¯AM Thu,https://lh3.googleusercontent.com/p/AF1QipOXyXQ3FQAbeWdBubaEAF-fPtJLFOICI60pHo5u=w122-h92-k-no,"""Excellent music and sermons.""",https://ssl.gstatic.com/local/servicebusiness/default_user.png
https://www.google.com/maps/place/St.+Andrew+Lutheran+Church/data=!4m7!3m6!1s0x87f618db56757859:0xc27628dddc1169f4!8m2!3d44.85947!4d-93.450282!16s%2Fg%2F1td6yp1l!19sChIJWXh1VtsY9ocR9GkR3N0odsI?authuser=0&hl=en&rclk=1,St. Andrew Lutheran Church,4.9,-20,Lutheran church,Â·,î¤´,Â·,13600 Technology Dr.,Closed,â‹… Opens 8:30â€¯AM Thu,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrMzyGP6nPeaYtrlPKGCzUm2NEilQGanWRunnpPssy81XYtl1FHP08oWRgxVmVFm4rPEDNQ3Iq7iOHKEelTm7rQQE_Bo4bFXSrGlDiIHCb1swDLLFZ6OAW1Rg5cNSN0YS1KKTvt=w249-h92-k-no,"""Great biblical based worship and preaching.""",https://ssl.gstatic.com/local/servicebusiness/default_user.png
https://www.google.com/maps/place/Excelsior+Covenant+Church/data=!4m7!3m6!1s0x87f61dad3de184f5:0xa090d146a332787f!8m2!3d44.9094514!4d-93.5323467!16s%2Fg%2F1v6p4vqk!19sChIJ9YThPa0d9ocRf3gyo0bRkKA?authuser=0&hl=en&rclk=1,Excelsior Covenant Church,4.4,-16,Church,Â·,î¤´,Â·,19955 Excelsior Blvd,Closed,â‹… Opens 9â€¯AM Thu,https://lh3.googleusercontent.com/p/AF1QipPHRcUYpupy7TB8hXhPrCgg8pndro4u9TZtQSkI=w122-h92-k-no,"""Great community, wonderful kids programming.""",https://ssl.gstatic.com/local/servicebusiness/default_user.png
https://www.google.com/maps/place/St.+Hubert+Catholic+Church/data=!4m7!3m6!1s0x87f61b99cdbd53fd:0xc07d2bfe02b642c0!8m2!3d44.8553612!4d-93.532154!16s%2Fm%2F0pmd_8g!19sChIJ_VO9zZkb9ocRwEK2Av4rfcA?authuser=0&hl=en&rclk=1,St. Hubert Catholic Church,4.6,-105,Catholic church,Â·,î¤´,Â·,8201 Main St,,,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nr-8RW9kqKHWA3LOJ2Bi1CjxeSP3fekhAmP-a6N1S31U5ijpBRwoMLzM_yzzQDeJ_gygFpjGCFKWBIoQ1Ue81GILJSIMpi11zNpxo8gaX3fmjoC5MCyJw71RHcnD7xvkvb5zUNM=w80-h106-k-no,"""Nice facilities to worship and have larger related events.""",https://ssl.gstatic.com/local/servicebusiness/default_user.png
"https://www.google.com/maps/place/Eagle+Brook+Church+in+Minneapolis,+MN/data=!4m7!3m6!1s0x52b333a972bbd56d:0x202e802b15cd0c4b!8m2!3d44.9748181!4d-93.278042!16s%2Fg%2F11thgc1j4n!19sChIJbdW7cqkzs1IRSwzNFSuALiA?authuser=0&hl=en&rclk=1","Eagle Brook Church in Minneapolis, MN",4.7,-47,Religious organization,Â·,î¤´,Â·,1021 Hennepin Ave,Closed,â‹… Opens 9â€¯AM Sun,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqdsCH6bwBG3BGqIxQMUmmQNh8RMzZ639_pH5kYDYyM9u8P8CnnuFGCSyLwdQ5eMAnVQF8ozOpfK98FQSZVJvAm2q12D37joP8atVuwt-Tp2_ijUdHqQ3LhB7ElAeD6CpfA34Fs=w122-h92-k-no,"""Such a great",https://ssl.gstatic.com/local/servicebusiness/default_user.png
https://www.google.com/maps/place/Westwood+Lutheran+Church/data=!4m7!3m6!1s0x52b335318088e6e7:0xed8c9338c5099049!8m2!3d44.9547825!4d-93.3921683!16s%2Fg%2F1tfj_hqz!19sChIJ5-aIgDE1s1IRSZAJxTiTjO0?authuser=0&hl=en&rclk=1,Westwood Lutheran Church,4.6,-32,Lutheran church,Â·,î¤´,Â·,9001 Cedar Lake Rd,Closed,â‹… Opens 8:30â€¯AM Thu,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrXbmtCk-gHMZUHuWSYaDGmgwpm8HEZHcBx93ny6eTj1fzoavnKEMkNGzgpA8lRA0nSdesYNBveJ6lvpO9QTFjQlCj2ZSnnC68zssUCY7OP6DcYkFU4EeGRzb0_btuqc4qIAonbPg=w80-h142-k-no,"""Iâ€™m so happy to belong to the kind of",https://ssl.gstatic.com/local/servicebusiness/default_user.png
https://www.google.com/maps/place/Cornerstone+Church+Crystal/data=!4m7!3m6!1s0x52b3342379b8c717:0xf752a5ad95328c95!8m2!3d45.0450412!4d-93.3531581!16s%2Fg%2F1tdfmxz2!19sChIJF8e4eSM0s1IRlYwyla2lUvc?authuser=0&hl=en&rclk=1,Cornerstone Church Crystal,4.6,-39,Church,Â·,î¤´,Â·,5000 W Broadway,Closed,â‹… Opens 9â€¯AM Thu,https://lh3.googleusercontent.com/p/AF1QipNb7eDH2TVXs-EE9e687p2RM0wSjMimU65XlQSF=w170-h92-k-no,"""I love this",https://ssl.gstatic.com/local/servicebusiness/default_user.png
https://www.google.com/maps/place/Vista+Lutheran+Church/data=!4m7!3m6!1s0x87f620c919dc9a51:0xafc44b375c629798!8m2!3d44.929148!4d-93.3463846!16s%2Fg%2F1tx47l_6!19sChIJUZrcGckg9ocRmJdiXDdLxK8?authuser=0&hl=en&rclk=1,Vista Lutheran Church,4.4,-10,Lutheran church,Â·,î¤´,Â·,4003 Wooddale Ave S,Closed,â‹… Opens 10â€¯AM Thu,https://lh3.googleusercontent.com/gps-cs-s/AC9h4npCwSZjgeOESatuhSkXBrEaYWHCNpTny5nZdTbuaVL31njY108K8eyYyVticJxGKvFfZR5DCcqGmstM-RLOvFBTvYBW29GXxw2vSFOffGPcOhUFCOvMUaRkM1juf-zTGzypE-4G=w80-h92-k-no-pi-0-ya20-ro-0-fo100,,
https://www.google.com/maps/place/St+Thomas+The+Apostle+Church/data=!4m7!3m6!1s0x87f627182964d3cd:0x1939f1dc74a94ceb!8m2!3d44.9238631!4d-93.3167718!16s%2Fg%2F1tqpztfm!19sChIJzdNkKRgn9ocR60ypdNzxORk?authuser=0&hl=en&rclk=1,St Thomas The Apostle Church,4.5,-25,Catholic church,Â·,î¤´,Â·,2914 W 44th St,Closed,â‹… Opens 9â€¯AM Thu,https://lh3.googleusercontent.com/gps-cs-s/AC9h4noG4zo_OCpEiM_J9VshXm3S7i-rGkjCQ-GR8GNGyc0Ighh4IsqxXV5firqPTPIv2oYcnCsKvOjdIqGKlDbOHH0NoPh-nEmxTrH5I3kER3CicHvicq95T-wGk56Q3cZNrPv7_zqlpg=w163-h92-k-no,"""I pray that this parish serves its community well.""",https://ssl.gstatic.com/local/servicebusiness/default_user.png
https://www.google.com/maps/place/Immanuel+Lutheran+Church+%28ELCA%29/data=!4m7!3m6!1s0x87f6194f1a41262d:0xf06d00fbfeb0d08f!8m2!3d44.8645922!4d-93.4866796!16s%2Fg%2F1td0110b!19sChIJLSZBGk8Z9ocRj9Cw_vsAbfA?authuser=0&hl=en&rclk=1,Immanuel Lutheran Church (ELCA),4.5,-32,Lutheran church,Â·,î¤´,Â·,16515 Luther Way,,,https://lh3.googleusercontent.com/p/AF1QipOBuH0QWWMvO_KiPyCHceW1YLE2qQNJ-I2KOSbA=w122-h92-k-no,"""Attended Doug Lobdell's funeral where the pastor sang the Lord's Prayer!""",https://ssl.gstatic.com/local/servicebusiness/default_user.png
https://www.google.com/maps/place/Union+Congregational+United+Church+of+Christ/data=!4m7!3m6!1s0x87f620be7a01a155:0xac0ec7e835fbe77!8m2!3d44.9364938!4d-93.3562905!16s%2Fg%2F1tgfdy8b!19sChIJVaEBer4g9ocRd75fg37swAo?authuser=0&hl=en&rclk=1,Union Congregational United Church of Christ,4.3,-15,Church,Â·,î¤´,Â·,3700 Alabama Ave S,,,https://lh3.googleusercontent.com/p/AF1QipPyVajn_WWIo_YPDvNUUQ-1hheEqic5bHGUCQn0=w80-h120-k-no,"""Very nice worship space and great choir""",https://ssl.gstatic.com/local/servicebusiness/default_user.png
https://www.google.com/maps/place/Eden+Prairie+United+Methodist+Church/data=!4m7!3m6!1s0x87f61922f22fc977:0xb835dca6db41f952!8m2!3d44.8555271!4d-93.4678217!16s%2Fg%2F1tc_ftq2!19sChIJd8kv8iIZ9ocRUvlB26bcNbg?authuser=0&hl=en&rclk=1,Eden Prairie United Methodist Church,4.6,-23,United Methodist church,Â·,î¤´,Â·,15050 Scenic Heights Rd,,,https://lh3.googleusercontent.com/p/AF1QipPxkx_wBZ_gDZAnOaULyyhYmyjHL70wPTLZlyY=w80-h142-k-no,"""Beautiful",https://ssl.gstatic.com/local/servicebusiness/default_user.png
https://www.google.com/maps/place/Church+of+the+Holy+Name/data=!4m7!3m6!1s0x87f627e02bcf7729:0x7b299ed77cb08bd0!8m2!3d44.9368455!4d-93.258395!16s%2Fg%2F1td48jqs!19sChIJKXfPK-An9ocR0IuwfNeeKXs?authuser=0&hl=en&rclk=1,Church of the Holy Name,4.5,-27,Catholic church,Â·,î¤´,Â·,3637 11th Ave S,Closed,â‹… Opens 9â€¯AM Thu,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqBiiSgFgDbnB4sObLfEIuGHHiVcG-7SX30s2TrqeS1VcH40US5bX-Ge_s2R6mFD6Fnf1YfD1xsajPTYU1XiEEr6kB3bHW2WnEVa_Xw9Mu5W7pLafpWX41ZYYKf50Pgf6orKnWg3g=w163-h92-k-no,"""Welcoming catholic community""",https://ssl.gstatic.com/local/servicebusiness/default_user.png
https://www.google.com/maps/place/Anglican+Church+of+Saint+Dunstan/data=!4m7!3m6!1s0x87f620c34b42b6a7:0xe34b75137276614d!8m2!3d44.9229941!4d-93.3552384!16s%2Fg%2F1tk63p9c!19sChIJp7ZCS8Mg9ocRTWF2chN1S-M?authuser=0&hl=en&rclk=1,Anglican Church of Saint Dunstan,5,-6,Anglican church,Â·,î¤´,Â·,4241 Brookside Ave,,,https://lh3.googleusercontent.com/gps-cs-s/AC9h4noiTyD948Hj24zUgm_ksBCMArGSoalanoOSeqa_hKEOGabMsVDg9_xEnpBjNH8zXtaeJa1slo4C5Nayqi2YTZyV4dWK2Yl0PS06_pElrZJ4u8_EOF9g4CusDqd9zQzd8Fh_mh_Fzw=w80-h142-k-no,,
https://www.google.com/maps/place/Fourth+Baptist+Church/data=!4m7!3m6!1s0x52b34a7ef1234245:0xf0b8f482f65eba4e!8m2!3d44.9882579!4d-93.4273689!16s%2Fg%2F1tmxqnly!19sChIJRUIj8X5Ks1IRTrpe9oL0uPA?authuser=0&hl=en&rclk=1,Fourth Baptist Church,4.6,-38,Baptist church,Â·,î¤´,Â·,900 Forestview Ln N,,,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqA0p7BZciYz1RUygEkSyExEhO4K8_NA9cZONOCjBe8Dk_r3R9dfa8BQMbxN0go3zcrn3ZtbwQf3PdQrJ9tWeP7c3UK9mFAP4SrUyQTnMmnifk_FlLun-Bncsiqi1JBhnJtjb9L=w163-h92-k-no,"""God's word is preached with great care and reverence.""",https://ssl.gstatic.com/local/servicebusiness/default_user.png
https://www.google.com/maps/place/Qodesh+Family+Church+%28Minneapolis%29/data=!4m7!3m6!1s0x87f623e762179489:0xdebe65447575ad39!8m2!3d44.8699072!4d-93.3589713!16s%2Fg%2F11f2xsct8b!19sChIJiZQXYucj9ocROa11dURlvt4?authuser=0&hl=en&rclk=1,Qodesh Family Church (Minneapolis),5,-1,Christian church,Â·,î¤´,Â·,7375 Bush Lake Rd,Closed,â‹… Opens 10â€¯AM Sun,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=86G7Vl-HHaoMrdl8LrtsWQ&cb_client=search.gws-prod.gps&w=80&h=92&yaw=346.03098&pitch=0&thumbfov=100,,
https://www.google.com/maps/place/Mzizi+Church/data=!4m7!3m6!1s0x87f61fb9ad5aaaab:0x26aa0ce8c4866858!8m2!3d44.9270708!4d-93.4479735!16s%2Fg%2F11g8v5vr42!19sChIJq6parbkf9ocRWGiGxOgMqiY?authuser=0&hl=en&rclk=1,Mzizi Church,5,-1,Church,Â·,î¤´,Â·,13207 Lake Street Extension,,,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrNAtAsBAI8rG1vvFcrbUH61-43oPg2Ua1SCMIhKmP20qsLHSdVR1eJm_C-LjOfYkGRA5mECnXy2fehkH6L7r2PQUXupragp3YHq31IZpBtHHQPeDli7XFdDWnhKEWozFx_wp_Ffg=w177-h92-k-no,,
https://www.google.com/maps/place/Pilgrim+Lutheran+Church+-+WELS/data=!4m7!3m6!1s0x87f627c0ff2ff10b:0x174d2443e16f0e20!8m2!3d44.9321315!4d-93.2764155!16s%2Fg%2F1vxvjdwy!19sChIJC_Ev_8An9ocRIA5v4UMkTRc?authuser=0&hl=en&rclk=1,Pilgrim Lutheran Church - WELS,4.8,-19,Lutheran church,Â·,î¤´,Â·,3901 1st Ave S,Closed,â‹… Opens 9:30â€¯AM Thu,https://lh3.googleusercontent.com/p/AF1QipN1x6g2bsKEkdEpqIH7Kl1a94Q5COD4T5t7LJWq=w122-h92-k-no,"""Very kind people.""",https://ssl.gstatic.com/local/servicebusiness/default_user.png
https://www.google.com/maps/place/Mount+Olivet+Lutheran+Church+%28ELCA%29/data=!4m7!3m6!1s0x87f626feeb15c371:0x4dd5916eb16e489e!8m2!3d44.9120343!4d-93.3020005!16s%2Fg%2F1hg50s5jk!19sChIJccMV6_4m9ocRnkhusW6R1U0?authuser=0&hl=en&rclk=1,Mount Olivet Lutheran Church (ELCA),4.6,-56,Lutheran church,Â·,î¤´,Â·,5025 Knox Ave S,Closed,â‹… Opens 7â€¯AM Thu,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrw-xEQgn-XA2FCL-lx7dUjM2P9Ds9EZnVhQrVrSVq4KtyKovQd29kze1xgznVHVD-KUtPCqKyKoazpN4_DtLAVsCV-j4s2eyQ4WGIRJ1VrAF2EU3J6MxJMXzGXI8dhahGwPO4=w163-h92-k-no,"""Large congregation but warm and welcoming.""",https://ssl.gstatic.com/local/servicebusiness/default_user.png
https://www.google.com/maps/place/St+Alban%27s+Episcopal+Church/data=!4m7!3m6!1s0x87f62183e6f7ece5:0x89bd169b2c9762a9!8m2!3d44.8804298!4d-93.3827967!16s%2Fg%2F1td05mc5!19sChIJ5ez35oMh9ocRqWKXLJsWvYk?authuser=0&hl=en&rclk=1,St Alban's Episcopal Church,5,-2,Episcopal church,Â·,î¤´,Â·,6716 Gleason Rd,Closed,â‹… Opens 9â€¯AM Thu,https://lh3.googleusercontent.com/p/AF1QipPpULmi6UEjJKqge2aCkfOKqGjnjmjqfd1ZOLDL=w139-h92-k-no,,
https://www.google.com/maps/place/Calvary+Lutheran+Church/data=!4m7!3m6!1s0x87f6217c3f469e69:0x6e589839c4141190!8m2!3d44.8786252!4d-93.3731183!16s%2Fm%2F0lkpxw5!19sChIJaZ5GP3wh9ocRkBEUxDmYWG4?authuser=0&hl=en&rclk=1,Calvary Lutheran Church,4.3,-9,Lutheran church,Â·,î¤´,Â·,6817 Antrim Rd,Closed,â‹… Opens 9â€¯AM Thu,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqpnkofuYJQ362hV01CsxOXJ30Ty0Ig3AWs9X8q5nBrnxkaP1kVTN9kN4ZhxpK_5ChBegzVWIQfPh6TZ2tDUCCWiE35OJr4wW6MPI5t4aAJQ9A6s7tfSY0X-66Zbkl3mOjQwszf=w163-h92-k-no,,
https://www.google.com/maps/place/First+Covenant+Church+Minneapolis/data=!4m7!3m6!1s0x52b32d60006de93b:0x4ff0dcd1593d5a9c!8m2!3d44.972264!4d-93.260461!16s%2Fg%2F1w04jrl0!19sChIJO-ltAGAts1IRnFo9WdHc8E8?authuser=0&hl=en&rclk=1,First Covenant Church Minneapolis,4.2,-40,Church,Â·,î¤´,Â·,810 S 7th St,Closed,â‹… Opens 9â€¯AM Thu,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nq1pFfuKNem_C0AKC6fxUCrhjUFkKTT9F_mGXUKPxoU-kxaq-ObzDNV4kP4VGT5dO5w97Fqhiix-mvMCQdDOds_qS0eLAFrJWI6NzFzJgG2u4ozoceWbPZ3etF09G87nBKyK8HF=w139-h92-k-no,"""Back in 2014, I was so impressed by this community.""",https://ssl.gstatic.com/local/servicebusiness/default_user.png
https://www.google.com/maps/place/Oak+Knoll+Lutheran+Church/data=!4m7!3m6!1s0x52b33562928c3edd:0xc046394000f5a1c6!8m2!3d44.9752713!4d-93.4220606!16s%2Fg%2F1trpkvt8!19sChIJ3T6MkmI1s1IRxqH1AEA5RsA?authuser=0&hl=en&rclk=1,Oak Knoll Lutheran Church,4.7,-20,Lutheran church,Â·,î¤´,Â·,600 Hopkins Crossroad,Closed,â‹… Opens 9â€¯AM Thu,https://lh3.googleusercontent.com/p/AF1QipMfqi7OQ8awmdp0eIZHA8MNVLs7Fn_UacvlIsK7=w163-h92-k-no,"""People were nice at this",https://ssl.gstatic.com/local/servicebusiness/default_user.png
https://www.google.com/maps/place/Grafted/data=!4m7!3m6!1s0x87f621ddffae3d3d:0xfed32b6fd9239064!8m2!3d44.9023788!4d-93.3403359!16s%2Fg%2F11vbjtl4w9!19sChIJPT2u_90h9ocRZJAj2W8r0_4?authuser=0&hl=en&rclk=1,Grafted,4.9,-14,Church,Â·,î¤´,Â·,5532 Wooddale Ave,Closed,â‹… Opens 4â€¯PM Sun,https://lh3.googleusercontent.com/p/AF1QipM6Y8C8vQgQSUqTTgC79U7kRfczsxjq-CWd1BaN=w163-h92-k-no,"""Friendly",https://ssl.gstatic.com/local/servicebusiness/default_user.png
https://www.google.com/maps/place/Grace+Gospel+Bible+Church/data=!4m7!3m6!1s0x87f62790c9407a0f:0xd775d3edeef4b600!8m2!3d44.9291803!4d-93.3324978!16s%2Fg%2F11fvbcxxxx!19sChIJD3pAyZAn9ocRALb07u3Tddc?authuser=0&hl=en&rclk=1,Grace Gospel Bible Church,4.7,-3,Church,Â·,î¤´,Â·,4015 Inglewood Ave S,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=YQp14v2KPxa5WnCAIY14IQ&cb_client=search.gws-prod.gps&w=80&h=92&yaw=89.55584&pitch=0&thumbfov=100,"""Pleasant, solid Bible teaching~  held in a classroom of a school.""",https://ssl.gstatic.com/local/servicebusiness/default_user.png
https://www.google.com/maps/place/Slavic+Baptist+Church+of+Transfiguration/data=!4m7!3m6!1s0x87f61e85c59e2adb:0x2f650052379f8de1!8m2!3d44.904045!4d-93.492065!16s%2Fg%2F1v1slst9!19sChIJ2yqexYUe9ocR4Y2fN1IAZS8?authuser=0&hl=en&rclk=1,Slavic Baptist Church of Transfiguration,4.8,-12,Baptist church,Â·,î¤´,Â·,16625 Excelsior Blvd,Closed,â‹… Opens 7â€¯AM Sat,https://lh3.googleusercontent.com/p/AF1QipOh5wwPlaDdE9w1KUvlAgtzZ1JNGjKTtW-suOJy=w138-h92-k-no,,
https://www.google.com/maps/place/Lake+of+the+Isles+Lutheran+Church/data=!4m7!3m6!1s0x52b33325fa0e7b2f:0xa0435ad114dabc3f!8m2!3d44.9620429!4d-93.3053578!16s%2Fg%2F1thx_f_h!19sChIJL3sO-iUzs1IRP7zaFNFaQ6A?authuser=0&hl=en&rclk=1,Lake of the Isles Lutheran Church,4.8,-38,Lutheran church,Â·,î¤´,Â·,2020 W Lake of the Isles Pkwy,Closed,â‹… Opens 9â€¯AM Thu,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqm3P8QBwluHFb84C2Vaam5k4LHE2BWiZjArx1DwcueJqgSx0M4HM8F-6m-z9Xmo30XxqBxJO-gdDlIr1OvEVswXuaWaO-cnA3daTimEsZiJzvVli9DNVU5nINAKp9dIVznfKx8=w163-h92-k-no,"""Itâ€™s a lovely",https://ssl.gstatic.com/local/servicebusiness/default_user.png
https://www.google.com/maps/place/Lutheran+Church+of+the+Good+Shepherd+%28ELCA%29/data=!4m7!3m6!1s0x87f6272879c3c3cb:0xc150967246585521!8m2!3d44.9157203!4d-93.328545!16s%2Fg%2F1v_snstj!19sChIJy8PDeSgn9ocRIVVYRnKWUME?authuser=0&hl=en&rclk=1,Lutheran Church of the Good Shepherd (ELCA),4.5,-31,Lutheran church,Â·,î¤´,Â·,4801 France Ave S,Closed,â‹… Opens 9â€¯AM Thu,https://lh3.googleusercontent.com/p/AF1QipMcAIZ4U8z1ZhRnugOjxkhQpV_gUcsuukt4PVl9=w137-h92-k-no,"""Extremely welcoming, family-friendly, faith-in-action congregation!""",https://ssl.gstatic.com/local/servicebusiness/default_user.png
https://www.google.com/maps/place/Gichitwaa+Kateri+Catholic+Church/data=!4m7!3m6!1s0x87f627fba2568a29:0x74715359eeaca620!8m2!3d44.9469231!4d-93.2649139!16s%2Fg%2F1hm23mgny!19sChIJKYpWovsn9ocRIKas7llTcXQ?authuser=0&hl=en&rclk=1,Gichitwaa Kateri Catholic Church,4.7,-55,Catholic church,Â·,î¤´,Â·,3045 Park Ave,Closed,â‹… Opens 9â€¯AM Thu,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqnID3v00qediycq3Qu4M6_oS0li3TEuh8uoDb8BJcayFGGKXKhKB2_BGX0f65Ggz-zQ_7MbU0bPvvkNQf4n6o5UG-bukkeMAhc5BFYKFo_Szlwf2HydECnSP2z8sesEAyu73l4=w80-h106-k-no,"""Very loving, inclusive, Indigenous Catholic Community.""",https://ssl.gstatic.com/local/servicebusiness/default_user.png
https://www.google.com/maps/place/Southtown+Baptist+Church/data=!4m7!3m6!1s0x87f62446de70f487:0xbc4512ff567ca63e!8m2!3d44.8557344!4d-93.3131615!16s%2Fg%2F1tt0rpf6!19sChIJh_Rw3kYk9ocRPqZ8Vv8SRbw?authuser=0&hl=en&rclk=1,Southtown Baptist Church,4.4,-22,Baptist church,Â·,î¤´,Â·,2600 W 82nd St,Closed,â‹… Opens 9â€¯AM Thu,https://lh3.googleusercontent.com/p/AF1QipMtci8fFqJn568UD9LqCauJvSMFGhAUBiVzeQx-=w137-h92-k-no,"""Really great Biblical teaching every week.""",https://ssl.gstatic.com/local/servicebusiness/default_user.png
